antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
velocity_24h_vel24h_VHIGH,"fraud_FRAUD, merch_risk_mrisk_HIGH",0.16944266495836002,0.09302644824746042,0.04237210579298984,0.2500675128274372,2.688133509754458,1.0,0.026609456490329187,1.209406936312443,0.756112360991838,0.1925155925155925,0.17314844989308376,0.3527760092420511
velocity_24h_vel24h_VHIGH,"fraud_FRAUD, kyc_kyc_2",0.16944266495836002,0.10652512125926604,0.048503706415301544,0.2862543883337834,2.6872007743326902,1.0,0.030453805984119054,1.2518113794842745,0.7559568941053199,0.21323677328505328,0.20115760537982702,0.37079042440744153
velocity_24h_vel24h_VHIGH,"device_dev_mobile, fraud_FRAUD",0.16944266495836002,0.21982245813123455,0.09989018028736159,0.5895220091817446,2.681809739520784,1.0,0.06264287716390768,1.9006562089079202,0.7550562059768724,0.34519291587602785,0.4738659230884367,0.5219674991787158
velocity_24h_vel24h_VHIGH,"fraud_FRAUD, velocity_1h_vel1h_MOD",0.16944266495836002,0.08634574906195662,0.039169030841035964,0.23116392114501755,2.677189365502498,1.0,0.024538377012152217,1.1883602708899104,0.7542813866232235,0.18081960287283477,0.1585043488106983,0.3423970109169709
"velocity_1h_vel1h_MOD, velocity_24h_vel24h_VHIGH",fraud_FRAUD,0.0466733778713279,0.3136267960098838,0.039169030841035964,0.8392156862745099,2.6758417869628155,1.0,0.024531008880292783,4.2689065126214585,0.6569478001003033,0.12197207181533198,0.7657479738562093,0.48205313056065735
"kyc_kyc_2, velocity_24h_vel24h_VHIGH",fraud_FRAUD,0.05788414020316647,0.3136267960098838,0.048503706415301544,0.8379446640316206,2.6717891286470725,1.0,0.030349688983595538,4.235424892914621,0.6641634981859702,0.1501629125938518,0.7638961791831358,0.4962994402737618
"kyc_kyc_3, velocity_24h_vel24h_VHIGH",fraud_FRAUD,0.05596229523199414,0.3136267960098838,0.046856410725725266,0.8372853638593623,2.669686948027794,1.0,0.029305135374755747,4.2182634596980515,0.662499223710678,0.1451864454841911,0.7629356227855002,0.49334358651094756
"velocity_1h_vel1h_LOW, velocity_24h_vel24h_VHIGH",fraud_FRAUD,0.06076690765992496,0.3136267960098838,0.0507916170952686,0.8358433734939759,2.665089157329639,1.0,0.031733486542457875,4.181209242655386,0.6652001899590324,0.15695701357466063,0.7608347389558232,0.49889630011144664
"ip_risk_ip_MOD, velocity_24h_vel24h_VHIGH",fraud_FRAUD,0.07037613251578659,0.3136267960098838,0.05875354626155395,0.834850455136541,2.6619232341047514,1.0,0.0366817053050608,4.156070817861413,0.6715961024535086,0.18064153066966793,0.7593881231035978,0.511093158703374
velocity_24h_vel24h_VHIGH,fraud_FRAUD,0.16944266495836002,0.3136267960098838,0.1414386382355633,0.8347285984337025,2.6615346936343935,1.0,0.08829687811729664,4.153006494077454,0.7516361585200082,0.41401017948031077,0.7592105860113423,0.6428530649011233
velocity_24h_vel24h_VHIGH,"fraud_FRAUD, kyc_kyc_1",0.16944266495836002,0.10217809096732863,0.046078521094536466,0.2719416689170942,2.6614479321604017,1.0,0.028765193060674567,1.2331730449361948,0.7516214114005663,0.20430107526881716,0.1890837996286722,0.36145224959513467
"acct_age_acct_OLD, velocity_24h_vel24h_VHIGH",fraud_FRAUD,0.10945364692962387,0.3136267960098838,0.09124187791708611,0.8336120401337793,2.6579745440740608,1.0,0.056914281318951127,4.125137447096378,0.7004393099141222,0.27495863210148924,0.757583835005574,0.5622685237143947
velocity_24h_vel24h_VHIGH,"fraud_FRAUD, ip_risk_ip_LOW",0.16944266495836002,0.09664134712180837,0.043424544705774684,0.25627869295166084,2.6518534828435585,1.0,0.027049377304289537,1.2146467289789193,0.7499846591922729,0.19502671598849153,0.17671535587912043,0.352807907081891
velocity_24h_vel24h_VHIGH,"acct_age_acct_OLD, fraud_FRAUD",0.16944266495836002,0.2031664683810744,0.09124187791708611,0.5384823116392115,2.6504487474241727,1.0,0.056816810084418475,1.726550361372078,0.7497440257525371,0.3242803707919986,0.42081040763542704,0.49379070536915526
"device_dev_mobile, velocity_24h_vel24h_VHIGH",fraud_FRAUD,0.12020682712546903,0.3136267960098838,0.09989018028736159,0.8309859154929577,2.6496011376106066,1.0,0.062190098237486745,4.061041456941521,0.7076489364796856,0.29912304741024937,0.7537577464788733,0.574743030696581
velocity_24h_vel24h_VHIGH,"amt_deviation_dev_MOD, fraud_FRAUD",0.16944266495836002,0.18715109362130503,0.08401208016839022,0.4958142046988928,2.6492722810488027,1.0,0.05230070011532476,1.6122011249707058,0.7495422988152282,0.3082088299479604,0.3797299949048415,0.47235698010005767
velocity_24h_vel24h_VHIGH,"fraud_FRAUD, merch_risk_mrisk_MOD",0.16944266495836002,0.11531069827033953,0.05175253958085476,0.3054280313259519,2.648739760554505,1.0,0.03221398756771908,1.2737186952974076,0.749450929404917,0.22211311861743913,0.21489728957263649,0.3771187775677379
"geo_dist_geo_MOD, velocity_24h_vel24h_VHIGH",fraud_FRAUD,0.0661663768646472,0.3136267960098838,0.05495561453280864,0.830567081604426,2.648265684473756,1.0,0.03420406575316684,4.051002665182483,0.66649386650547,0.1691787575714889,0.7531475334255416,0.5028966134605147
velocity_24h_vel24h_VHIGH,"amt_amt_MED, fraud_FRAUD",0.16944266495836002,0.14624325066349408,0.06552576187425643,0.38671347556035646,2.6443167380776065,1.0,0.04074591574966054,1.392100943546051,0.7486906087941967,0.2619352478507408,0.28166128710987404,0.41738677532711194
"kyc_kyc_1, velocity_24h_vel24h_VHIGH",fraud_FRAUD,0.05559622952319941,0.3136267960098838,0.046078521094536466,0.8288065843621398,2.6426523336227317,1.0,0.028642053758945324,4.009343475230725,0.6581848952771271,0.1425941659586519,0.7505826063100134,0.4878640450261239
"amt_amt_HIGH, velocity_24h_vel24h_VHIGH",fraud_FRAUD,0.04191452365699643,0.3136267960098838,0.03473048412189988,0.8286026200873361,2.642001992907593,1.0,0.02158496636107561,4.004572323916853,0.6486886247130778,0.10825845100556267,0.7502854439592427,0.4696704375604466
velocity_24h_vel24h_VHIGH,"channel_ch_upi, fraud_FRAUD",0.16944266495836002,0.07728562276928709,0.03459320948110186,0.20415879017013233,2.6416140914020554,1.0,0.021497727596107345,1.1594202032186391,0.7482247687608273,0.16307161345987922,0.13749993555061107,0.32588046080442673
velocity_24h_vel24h_VHIGH,"fraud_FRAUD, velocity_1h_vel1h_ZERO",0.16944266495836002,0.09865470852017937,0.044065159696165465,0.2600594112881448,2.636056759875286,1.0,0.027348842973816047,1.2181319760400644,0.7472638812298789,0.19669117647058826,0.17907088914057856,0.35335994683145644
velocity_24h_vel24h_VHIGH,"fraud_FRAUD, kyc_kyc_3",0.16944266495836002,0.1049235837832891,0.046856410725725266,0.2765325411828247,2.6355613410420635,1.0,0.029077879072502994,1.2372034226392237,0.747178024368492,0.20595333869670154,0.19172548208217638,0.3615545392351106
"channel_ch_upi, velocity_24h_vel24h_VHIGH",fraud_FRAUD,0.04186876544339709,0.3136267960098838,0.03459320948110186,0.8262295081967214,2.63443531837338,1.0,0.021462042722199887,3.9498835323959534,0.647523001431975,0.10779980037074005,0.7468279781420765,0.46826503130874875
"amt_deviation_dev_MOD, velocity_24h_vel24h_VHIGH",fraud_FRAUD,0.10199505811293127,0.3136267960098838,0.08401208016839022,0.8236877523553163,2.6263309220853635,1.0,0.05202369688358968,3.892941149348523,0.689573789600766,0.2533462122257486,0.7431248093315389,0.5457802636886007
"geo_dist_geo_FAR, velocity_24h_vel24h_VHIGH",fraud_FRAUD,0.04584973002653976,0.3136267960098838,0.03770476800585705,0.8223552894211577,2.62208235993726,1.0,0.02332506407971522,3.863741294371328,0.6483504178314483,0.11717861205915812,0.741183499667332,0.4712885288658166
velocity_24h_vel24h_VHIGH,"fraud_FRAUD, merch_risk_mrisk_LOW",0.16944266495836002,0.0785210945364693,0.034822000549098564,0.2055090467188766,2.617246332747278,1.0,0.021517177035391882,1.159835617583771,0.7439811926682218,0.16337483898668956,0.1378088542553545,0.32449112009603504
"merch_risk_mrisk_MOD, velocity_24h_vel24h_VHIGH",fraud_FRAUD,0.06310057655349136,0.3136267960098838,0.05175253958085476,0.8201595358955766,2.6150811930933657,1.0,0.03196250793000687,3.816567130251494,0.6591985006839117,0.15925091523514498,0.7379844331641285,0.49258633345698
"amt_amt_MED, velocity_24h_vel24h_VHIGH",fraud_FRAUD,0.0799853573716482,0.3136267960098838,0.06552576187425643,0.8192219679633869,2.6120917548689606,1.0,0.040440210514080865,3.7967732929579876,0.6708209061804836,0.19972105997210599,0.736618459191457,0.5140755302320582
"intl_domestic, velocity_24h_vel24h_VHIGH",fraud_FRAUD,0.14560263567310333,0.3136267960098838,0.11924590463988285,0.8189817724701446,2.6113258908028216,1.0,0.07358101652313304,3.7917353039870663,0.7222081926817091,0.35074024226110356,0.7362685103708358,0.5995988523862249
velocity_24h_vel24h_VHIGH,"fraud_FRAUD, ip_risk_ip_MOD",0.16944266495836002,0.13297336871968518,0.05875354626155395,0.34674588171752635,2.607634032709849,1.0,0.036222184297199866,1.327242503361309,0.7422854245734682,0.24112676056338028,0.24655818551059855,0.39429517072799924
"velocity_1h_vel1h_ZERO, velocity_24h_vel24h_VHIGH",fraud_FRAUD,0.05399469204722248,0.3136267960098838,0.044065159696165465,0.8161016949152543,2.6021427546947717,1.0,0.027130977427854724,3.7323519848310482,0.6508434199461531,0.13619007212558337,0.732072429378531,0.4783017958089548
"ip_risk_ip_LOW, velocity_24h_vel24h_VHIGH",fraud_FRAUD,0.05321680241603368,0.3136267960098838,0.043424544705774684,0.8159931212381771,2.601796567192752,1.0,0.026734329470143,3.7301497020584358,0.6502546705732127,0.1342671194114318,0.7319142447692747,0.47722620754059425
velocity_24h_vel24h_VHIGH,"device_dev_desktop, fraud_FRAUD",0.16944266495836002,0.0785210945364693,0.03459320948110186,0.20415879017013233,2.600050233320555,1.0,0.021288385967395178,1.1578677933259092,0.7409386688214301,0.16212738580313105,0.1363435395956933,0.32235911536478645
velocity_24h_vel24h_VHIGH,"amt_amt_LOW, fraud_FRAUD",0.16944266495836002,0.08259357554681065,0.03614898874347945,0.21334053470159328,2.5830160916169635,1.0,0.022154113194388217,1.166205283127415,0.7378848604080118,0.16744383213225938,0.14251803308736694,0.32550683244774953
velocity_24h_vel24h_VHIGH,"failed_txns_fail_NONE, fraud_FRAUD",0.16944266495836002,0.15969616546170037,0.06941521003020042,0.40966783688900893,2.5652953889319203,1.0,0.04235586617073869,1.4234424058990502,0.7346649274541441,0.2672656800563777,0.29747772311982146,0.4221691619975131
"merch_risk_mrisk_LOW, velocity_24h_vel24h_VHIGH",fraud_FRAUD,0.04360757756017205,0.3136267960098838,0.034822000549098564,0.7985309548793285,2.5461183962551566,1.0,0.0211454957171493,3.406841996888442,0.634933185109377,0.10800454158387737,0.7064730325288562,0.454780505160703
velocity_24h_vel24h_VHIGH,"fraud_FRAUD, geo_dist_geo_FAR",0.16944266495836002,0.08840486867392697,0.03770476800585705,0.2225222792330543,2.5170817237883893,1.0,0.022725211462453026,1.1725032203197112,0.7256748003399742,0.1712741633755976,0.14712387764075738,0.32451165721487085
"failed_txns_fail_NONE, velocity_24h_vel24h_VHIGH",fraud_FRAUD,0.09023519721790062,0.3136267960098838,0.06941521003020042,0.7692697768762677,2.4528190405389485,1.0,0.04111503423943026,2.974786721469251,0.6510538081072526,0.20755233274045692,0.6638414469235969,0.49530019336956077
failed_txns_fail_MOD,"fraud_FRAUD, intl_domestic",0.06918641896220372,0.2615081907202343,0.032488331655532166,0.4695767195767196,1.7956482291565405,1.0,0.014395516410314162,1.3922688474202065,0.4760330738733847,0.1089458339726868,0.28174791682443956,0.2969055951339416
failed_txns_fail_MOD,fraud_FRAUD,0.06918641896220372,0.3136267960098838,0.038665690491443215,0.5588624338624338,1.7819345826713784,1.0,0.016966975584929794,1.555916468415376,0.47142862960534615,0.11235208084031377,0.3572919753086419,0.3410740532311877
"failed_txns_fail_MOD, intl_domestic",fraud_FRAUD,0.061270248009517705,0.3136267960098838,0.032488331655532166,0.5302464525765497,1.690692438664709,1.0,0.013272340081576166,1.4611346902110742,0.435190602547775,0.09488173192569824,0.3156003983071944,0.31691779880067633
"acct_age_acct_OLD, intl_international",fraud_FRAUD,0.06497666331106433,0.3136267960098838,0.034135627345108444,0.5253521126760563,1.6750868208961969,1.0,0.01375720461544637,1.446068174578583,0.43102241677318004,0.09909670563230603,0.3084696713615023,0.3170968325271148
intl_international,"device_dev_mobile, fraud_FRAUD",0.10204081632653061,0.21982245813123455,0.03701839480186694,0.36278026905829597,1.6503330557868443,1.0,0.014587531727251166,1.2243461775984144,0.43884144285874827,0.12995983935742972,0.18323753665689152,0.26559080064072166
intl_international,"acct_age_acct_OLD, fraud_FRAUD",0.10204081632653061,0.2031664683810744,0.034135627345108444,0.33452914798206274,1.6465765765765763,1.0,0.01340435506132534,1.197398096704989,0.43730197416524486,0.12592842673869004,0.16485586309865619,0.2512735830000404
"device_dev_mobile, intl_international",fraud_FRAUD,0.07216070284616088,0.3136267960098838,0.03701839480186694,0.5129993658845909,1.6357000499039758,1.0,0.014386864770404195,1.4093887274640797,0.4188666816263477,0.1061401207032275,0.29047254280279,0.31551631556558113
intl_international,fraud_FRAUD,0.10204081632653061,0.3136267960098838,0.05211860528964949,0.510762331838565,1.6285672599941639,1.0,0.020115871002926652,1.4029443124637573,0.42982281107829823,0.1433606041535557,0.28721333333333326,0.33847133224551534
intl_international,"amt_deviation_dev_MOD, fraud_FRAUD",0.10204081632653061,0.18715109362130503,0.030658003111558526,0.3004484304932735,1.6053789731051344,1.0,0.011560952742037604,1.161957090528519,0.4199457259158752,0.11858407079646019,0.13938302184192747,0.23213130571118445
amt_deviation_dev_MOD,"amt_amt_MED, fraud_FRAUD",0.6294499862725359,0.14624325066349408,0.14624325066349408,0.2323349810991567,1.5886885722593778,1.0,0.0541904385409067,1.1121475230940319,0.9999999999999999,0.2323349810991567,0.10083871138069304,0.6161674905495783
amt_amt_MED,"amt_deviation_dev_MOD, fraud_FRAUD",0.496110551844056,0.18715109362130503,0.14624325066349408,0.2947795609666113,1.5750886370083919,1.0,0.05339561832880986,1.1526167725552983,0.7245936507085,0.27232447171097474,0.13240894648526924,0.5380988269380733
"amt_deviation_dev_MOD, intl_international",fraud_FRAUD,0.06419877367987553,0.3136267960098838,0.030658003111558526,0.47754811119030655,1.5226636156919986,1.0,0.010523547414575507,1.3137538952225556,0.3668045280419087,0.08830894951891394,0.23882242813019725,0.2876506240223491
