support,itemsets
0.04278392971538391,"geo_dist_geo_MOD, ip_risk_ip_LOW, kyc_kyc_2"
0.042600896860986545,"ip_risk_ip_LOW, kyc_kyc_2, merch_risk_mrisk_MOD"
0.040633293676214884,"ip_risk_ip_LOW, kyc_kyc_2, velocity_1h_vel1h_LOW"
0.11274823830877642,"intl_domestic, kyc_kyc_2, merch_risk_mrisk_MOD"
0.08639150727555596,"device_dev_mobile, kyc_kyc_2, merch_risk_mrisk_MOD"
0.08227326805161526,"acct_age_acct_OLD, kyc_kyc_2, merch_risk_mrisk_MOD"
0.080763247002837,"failed_txns_fail_NONE, kyc_kyc_2, merch_risk_mrisk_MOD"
0.07870412739086666,"amt_deviation_dev_MOD, kyc_kyc_2, merch_risk_mrisk_MOD"
0.062459961563100574,"amt_amt_MED, kyc_kyc_2, merch_risk_mrisk_MOD"
0.08657454012995333,"fraud_legit, kyc_kyc_2, merch_risk_mrisk_MOD"
0.06415301546627619,"channel_ch_card, kyc_kyc_2, merch_risk_mrisk_MOD"
0.053399835270431045,"ip_risk_ip_MOD, kyc_kyc_2, merch_risk_mrisk_MOD"
0.2615081907202343,"fraud_FRAUD, intl_domestic"
0.21982245813123455,"device_dev_mobile, fraud_FRAUD"
0.2031664683810744,"acct_age_acct_OLD, fraud_FRAUD"
0.18715109362130503,"amt_deviation_dev_MOD, fraud_FRAUD"
0.15791159513132608,"channel_ch_card, fraud_FRAUD"
0.14624325066349408,"amt_amt_MED, fraud_FRAUD"
0.13297336871968518,"fraud_FRAUD, ip_risk_ip_MOD"
0.12016106891186969,"fraud_FRAUD, geo_dist_geo_MOD"
0.10652512125926604,"fraud_FRAUD, kyc_kyc_2"
0.15969616546170037,"failed_txns_fail_NONE, fraud_FRAUD"
0.10217809096732863,"fraud_FRAUD, kyc_kyc_1"
0.09865470852017937,"fraud_FRAUD, velocity_1h_vel1h_ZERO"
0.05518440560080534,"fraud_FRAUD, velocity_24h_vel24h_MOD"
0.11531069827033953,"fraud_FRAUD, merch_risk_mrisk_MOD"
0.11146700832799487,"fraud_FRAUD, velocity_1h_vel1h_LOW"
0.09664134712180837,"fraud_FRAUD, ip_risk_ip_LOW"
0.1049235837832891,"fraud_FRAUD, kyc_kyc_3"
0.18280406332936763,"device_dev_mobile, fraud_FRAUD, intl_domestic"
0.16903084103596597,"acct_age_acct_OLD, fraud_FRAUD, intl_domestic"
0.14326896677953693,"acct_age_acct_OLD, device_dev_mobile, fraud_FRAUD"
0.1564930905097465,"amt_deviation_dev_MOD, fraud_FRAUD, intl_domestic"
0.13128031481650956,"amt_deviation_dev_MOD, device_dev_mobile, fraud_FRAUD"
0.1210762331838565,"acct_age_acct_OLD, amt_deviation_dev_MOD, fraud_FRAUD"
0.13297336871968518,"channel_ch_card, fraud_FRAUD, intl_domestic"
0.11242793081358103,"channel_ch_card, device_dev_mobile, fraud_FRAUD"
0.10245264024892468,"acct_age_acct_OLD, channel_ch_card, fraud_FRAUD"
0.09453646929623867,"amt_deviation_dev_MOD, channel_ch_card, fraud_FRAUD"
0.08135810377962845,"channel_ch_card, failed_txns_fail_NONE, fraud_FRAUD"
0.14624325066349408,"amt_amt_MED, amt_deviation_dev_MOD, fraud_FRAUD"
0.1234099020774229,"amt_amt_MED, fraud_FRAUD, intl_domestic"
0.10240688203532534,"amt_amt_MED, device_dev_mobile, fraud_FRAUD"
0.09499405143223208,"acct_age_acct_OLD, amt_amt_MED, fraud_FRAUD"
0.07389951496293584,"amt_amt_MED, channel_ch_card, fraud_FRAUD"
0.07417406424453189,"amt_amt_MED, failed_txns_fail_NONE, fraud_FRAUD"
0.10972819621121992,"fraud_FRAUD, intl_domestic, ip_risk_ip_MOD"
0.09220280040267229,"device_dev_mobile, fraud_FRAUD, ip_risk_ip_MOD"
0.08579665049876453,"acct_age_acct_OLD, fraud_FRAUD, ip_risk_ip_MOD"
0.08181568591562186,"amt_deviation_dev_MOD, fraud_FRAUD, ip_risk_ip_MOD"
0.06680699185503798,"channel_ch_card, fraud_FRAUD, ip_risk_ip_MOD"
0.06429029010707422,"amt_amt_MED, fraud_FRAUD, ip_risk_ip_MOD"
0.06840852933101492,"failed_txns_fail_NONE, fraud_FRAUD, ip_risk_ip_MOD"
0.10075958634574907,"fraud_FRAUD, geo_dist_geo_MOD, intl_domestic"
0.0834172233915988,"device_dev_mobile, fraud_FRAUD, geo_dist_geo_MOD"
0.07884140203166469,"acct_age_acct_OLD, fraud_FRAUD, geo_dist_geo_MOD"
0.07252676855495561,"amt_deviation_dev_MOD, fraud_FRAUD, geo_dist_geo_MOD"
0.05879930447515329,"channel_ch_card, fraud_FRAUD, geo_dist_geo_MOD"
0.056557152008785576,"amt_amt_MED, fraud_FRAUD, geo_dist_geo_MOD"
0.05179829779445411,"fraud_FRAUD, geo_dist_geo_MOD, ip_risk_ip_MOD"
0.061682071931911775,"failed_txns_fail_NONE, fraud_FRAUD, geo_dist_geo_MOD"
0.08813031939233093,"fraud_FRAUD, intl_domestic, kyc_kyc_2"
0.07508922851651871,"device_dev_mobile, fraud_FRAUD, kyc_kyc_2"
0.06877459503980965,"acct_age_acct_OLD, fraud_FRAUD, kyc_kyc_2"
0.06337512583508739,"amt_deviation_dev_MOD, fraud_FRAUD, kyc_kyc_2"
0.05285073670723895,"channel_ch_card, fraud_FRAUD, kyc_kyc_2"
0.0500137274640798,"amt_amt_MED, fraud_FRAUD, kyc_kyc_2"
0.044934565754552944,"fraud_FRAUD, ip_risk_ip_MOD, kyc_kyc_2"
0.04049601903541686,"fraud_FRAUD, geo_dist_geo_MOD, kyc_kyc_2"
